session_id,station_name,line,session_date,session_hour,duration_min,data_mb,anonymised_user_token,device_type,os_type,gdpr_consent,retention_flag,data_tier
TFL-0000584,King's Cross,Northern,2023-04-06,21,76,411.77,TFL-241952-ANON,Tablet,macOS,No,Purged,Internal
TFL-0000585,King's Cross,Victoria,2024-12-16,17,93,181.45,TFL-820214-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000586,Heathrow T1,District,2023-07-23,15,76,54.27,TFL-294045-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000587,Euston,District,2024-07-25,9,89,133.4,TFL-135293-ANON,Laptop,iOS,Yes,Purge_Pending,Sensitive
TFL-0000588,Victoria,Jubilee,2023-04-14,3,4,366.71,TFL-915849-ANON,Laptop,iOS,No,Purge_Pending,Sensitive
TFL-0000589,London Bridge,Elizabeth,2024-01-17,0,29,115.67,TFL-456257-ANON,Tablet,iOS,No,Retain,Public
TFL-0000590,Waterloo,District,2023-12-01,3,15,217.85,TFL-760383-ANON,Mobile,macOS,Yes,Purged,Sensitive
TFL-0000591,King's Cross,Central,2024-10-10,15,105,115.56,TFL-557597-ANON,Mobile,Android,No,Purge_Pending,Internal
TFL-0000592,Waterloo,Jubilee,2023-04-16,0,91,212.02,TFL-840382-ANON,Tablet,macOS,No,Purge_Pending,Sensitive
TFL-0000593,Euston,Central,2023-10-14,14,3,121.12,TFL-326908-ANON,Mobile,iOS,Yes,Purged,Sensitive
TFL-0000594,Victoria,Central,2024-02-03,15,32,256.59,TFL-721433-ANON,Laptop,Windows,Yes,Retain,Public
TFL-0000595,London Bridge,Circle,2023-05-01,20,64,294.0,TFL-671758-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0000596,Liverpool Street,Jubilee,2024-12-25,8,77,143.92,TFL-679530-ANON,Tablet,Android,Yes,Purged,Internal
TFL-0000597,Stratford,Piccadilly,2023-12-07,17,77,25.31,TFL-390664-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0000598,Victoria,Elizabeth,2023-11-20,14,70,393.41,TFL-618142-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0000599,King's Cross,District,2024-06-12,12,61,317.05,TFL-930534-ANON,Mobile,macOS,No,Retain,Public
TFL-0000600,Euston,Elizabeth,2023-03-30,13,39,41.32,TFL-134872-ANON,Mobile,Windows,No,Retain,Sensitive
TFL-0000601,Stratford,Piccadilly,2024-06-02,13,76,129.8,TFL-115885-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0000602,London Bridge,Jubilee,2023-02-19,7,28,22.95,TFL-365005-ANON,Tablet,Windows,No,Purge_Pending,Public
TFL-0000603,Euston,Central,2024-11-21,23,107,151.58,TFL-946844-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0000604,Stratford,Piccadilly,2023-03-08,18,82,242.88,TFL-170009-ANON,Tablet,Android,Yes,Purged,Internal
TFL-0000605,Victoria,District,2023-04-12,22,24,284.22,TFL-953789-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0000606,Heathrow T1,Jubilee,2023-12-17,23,88,196.84,TFL-466367-ANON,Mobile,Windows,Yes,Retain,Public
TFL-0000607,Paddington,Piccadilly,2023-01-16,4,36,164.49,TFL-249704-ANON,Tablet,iOS,No,Retain,Public
TFL-0000608,London Bridge,Piccadilly,2023-08-20,11,105,265.2,TFL-477169-ANON,Mobile,Android,Yes,Retain,Public
TFL-0000609,Euston,Piccadilly,2024-02-21,16,65,175.43,TFL-844249-ANON,Mobile,iOS,Yes,Purged,Public
TFL-0000610,Canary Wharf,Piccadilly,2023-02-13,3,25,271.17,TFL-296865-ANON,Laptop,iOS,No,Purged,Sensitive
TFL-0000611,Canary Wharf,Victoria,2024-05-25,10,30,46.57,TFL-768282-ANON,Tablet,Android,No,Purge_Pending,Sensitive
TFL-0000612,London Bridge,Victoria,2024-03-18,1,22,54.76,TFL-908178-ANON,Mobile,macOS,No,Retain,Internal
TFL-0000613,King's Cross,District,2024-12-22,10,67,106.94,TFL-558210-ANON,Laptop,Android,Yes,Purge_Pending,Sensitive
TFL-0000614,King's Cross,Central,2024-02-11,4,83,25.46,TFL-347759-ANON,Tablet,Windows,Yes,Retain,Internal
TFL-0000615,Heathrow T1,Circle,2024-01-28,14,55,320.95,TFL-982597-ANON,Mobile,iOS,Yes,Purged,Sensitive
TFL-0000616,London Bridge,Piccadilly,2024-02-07,17,38,184.35,TFL-439597-ANON,Mobile,Windows,Yes,Purge_Pending,Sensitive
TFL-0000617,King's Cross,Victoria,2024-06-26,23,56,153.15,TFL-962295-ANON,Mobile,Android,Yes,Retain,Sensitive
TFL-0000618,Liverpool Street,Piccadilly,2023-08-12,11,14,262.94,TFL-784712-ANON,Mobile,Android,No,Purged,Internal
TFL-0000619,Stratford,Victoria,2024-02-23,12,84,226.13,TFL-732168-ANON,Laptop,Android,No,Purged,Internal
TFL-0000620,London Bridge,Northern,2023-07-17,12,107,163.41,TFL-906627-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0000621,Victoria,Elizabeth,2023-05-16,17,56,141.94,TFL-956484-ANON,Tablet,iOS,No,Retain,Public
TFL-0000622,Canary Wharf,Piccadilly,2023-01-05,18,92,284.47,TFL-473753-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0000623,King's Cross,Elizabeth,2023-10-26,11,27,339.08,TFL-791794-ANON,Laptop,iOS,No,Retain,Internal
TFL-0000624,Stratford,Northern,2023-06-27,10,59,465.29,TFL-190244-ANON,Mobile,Windows,No,Retain,Sensitive
TFL-0000625,Euston,Circle,2024-12-06,12,118,157.48,TFL-988880-ANON,Mobile,Android,No,Retain,Public
TFL-0000626,King's Cross,Northern,2024-10-18,2,2,320.25,TFL-184788-ANON,Mobile,macOS,No,Purged,Internal
TFL-0000627,Canary Wharf,Victoria,2023-06-18,13,85,384.43,TFL-304560-ANON,Tablet,iOS,No,Retain,Internal
TFL-0000628,Euston,Elizabeth,2024-07-05,17,41,271.6,TFL-558142-ANON,Mobile,iOS,No,Retain,Public
TFL-0000629,Canary Wharf,Northern,2024-05-08,10,14,459.24,TFL-228167-ANON,Laptop,Android,Yes,Retain,Sensitive
TFL-0000630,Euston,Victoria,2023-12-01,4,90,424.79,TFL-207933-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0000631,Heathrow T1,Northern,2023-12-05,1,42,87.4,TFL-170140-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0000632,Stratford,Circle,2023-12-01,21,106,49.73,TFL-602917-ANON,Tablet,Android,Yes,Retain,Internal
TFL-0000633,Victoria,Elizabeth,2024-11-28,20,79,428.42,TFL-303501-ANON,Tablet,macOS,Yes,Purge_Pending,Sensitive
TFL-0000634,Stratford,District,2024-01-07,12,82,212.44,TFL-591929-ANON,Mobile,macOS,No,Purge_Pending,Sensitive
TFL-0000635,King's Cross,District,2024-01-12,4,69,62.8,TFL-476037-ANON,Mobile,iOS,Yes,Retain,Sensitive
TFL-0000636,Paddington,Central,2023-12-06,18,99,344.09,TFL-741533-ANON,Tablet,macOS,No,Purged,Sensitive
TFL-0000637,Victoria,Circle,2024-01-20,14,72,479.27,TFL-214918-ANON,Tablet,macOS,Yes,Purge_Pending,Sensitive
TFL-0000638,Stratford,Jubilee,2023-04-15,19,66,447.12,TFL-493771-ANON,Laptop,macOS,No,Retain,Public
TFL-0000639,London Bridge,Piccadilly,2023-10-03,3,3,218.11,TFL-614210-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000640,Stratford,District,2024-10-14,3,4,160.03,TFL-219510-ANON,Tablet,Android,Yes,Retain,Public
TFL-0000641,Waterloo,Victoria,2023-04-24,6,82,492.86,TFL-100054-ANON,Laptop,Android,Yes,Purge_Pending,Public
TFL-0000642,Paddington,Central,2024-01-09,20,75,435.8,TFL-526653-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000643,Stratford,Victoria,2024-04-28,6,58,405.85,TFL-279821-ANON,Tablet,macOS,No,Purge_Pending,Public
TFL-0000644,Euston,Piccadilly,2023-09-22,3,70,86.63,TFL-294914-ANON,Tablet,Android,No,Retain,Internal
TFL-0000645,Stratford,District,2023-05-25,8,8,272.52,TFL-411115-ANON,Laptop,Windows,No,Retain,Internal
TFL-0000646,Stratford,Jubilee,2023-01-27,15,86,120.0,TFL-692650-ANON,Laptop,iOS,Yes,Retain,Internal
TFL-0000647,Liverpool Street,Northern,2024-09-25,3,72,9.99,TFL-928443-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0000648,King's Cross,Elizabeth,2024-04-04,1,21,72.78,TFL-804129-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0000649,Victoria,Northern,2024-08-13,2,44,372.01,TFL-525171-ANON,Mobile,Windows,No,Purge_Pending,Internal
TFL-0000650,Euston,Jubilee,2024-08-28,12,62,162.25,TFL-950435-ANON,Laptop,Windows,No,Retain,Public
TFL-0000651,Paddington,District,2023-01-06,15,63,264.91,TFL-850699-ANON,Laptop,Android,Yes,Retain,Internal
TFL-0000652,King's Cross,District,2024-06-11,9,74,359.71,TFL-178346-ANON,Laptop,Android,No,Retain,Sensitive
TFL-0000653,Paddington,Piccadilly,2024-02-26,0,90,490.27,TFL-170013-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0000654,Heathrow T1,Victoria,2023-03-06,20,120,272.97,TFL-754567-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0000655,Heathrow T1,Circle,2023-01-09,1,59,431.48,TFL-423637-ANON,Laptop,iOS,No,Purged,Sensitive
TFL-0000656,Heathrow T1,Central,2023-06-13,16,75,343.58,TFL-609177-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0000657,Waterloo,Victoria,2024-10-16,16,86,40.95,TFL-320820-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000658,Waterloo,Central,2024-04-12,2,82,345.29,TFL-543864-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0000659,Euston,Circle,2023-07-30,18,31,343.45,TFL-236275-ANON,Tablet,Android,Yes,Retain,Internal
TFL-0000660,Canary Wharf,Northern,2024-10-30,20,67,204.44,TFL-208187-ANON,Mobile,macOS,Yes,Purge_Pending,Internal
TFL-0000661,Stratford,Northern,2023-11-25,6,38,234.88,TFL-125577-ANON,Tablet,Android,Yes,Retain,Public
TFL-0000662,Waterloo,Central,2024-02-09,16,95,421.88,TFL-147660-ANON,Mobile,Android,No,Purged,Public
TFL-0000663,Waterloo,Piccadilly,2023-11-16,20,86,400.49,TFL-191914-ANON,Mobile,iOS,Yes,Retain,Sensitive
TFL-0000664,Stratford,Elizabeth,2024-06-08,18,16,347.36,TFL-991609-ANON,Laptop,Android,Yes,Purged,Sensitive
TFL-0000665,Waterloo,Central,2024-06-05,6,112,422.18,TFL-331313-ANON,Mobile,Windows,No,Retain,Sensitive
TFL-0000666,King's Cross,District,2024-04-16,0,29,114.55,TFL-571892-ANON,Laptop,iOS,No,Retain,Internal
TFL-0000667,Paddington,Victoria,2024-07-04,8,118,284.94,TFL-595005-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000668,Euston,Central,2023-08-24,12,11,35.65,TFL-660384-ANON,Tablet,Windows,Yes,Purge_Pending,Public
TFL-0000669,London Bridge,Victoria,2023-06-22,17,55,405.93,TFL-505408-ANON,Mobile,macOS,Yes,Retain,Sensitive
TFL-0000670,Liverpool Street,Jubilee,2023-07-13,7,15,189.41,TFL-704830-ANON,Laptop,macOS,Yes,Purged,Sensitive
TFL-0000671,Euston,Jubilee,2023-11-28,6,46,310.19,TFL-900650-ANON,Tablet,macOS,Yes,Retain,Public
TFL-0000672,Stratford,Central,2023-03-05,0,71,480.6,TFL-845614-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0000673,Heathrow T1,Jubilee,2023-04-24,20,110,286.98,TFL-317288-ANON,Laptop,Android,Yes,Purged,Public
TFL-0000674,Stratford,Northern,2024-07-21,2,68,377.68,TFL-998854-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0000675,Stratford,Elizabeth,2024-12-25,6,93,464.01,TFL-763118-ANON,Laptop,iOS,No,Retain,Internal
TFL-0000676,Paddington,District,2024-12-07,17,102,326.95,TFL-744084-ANON,Laptop,Windows,No,Purged,Internal
TFL-0000677,Waterloo,Victoria,2024-03-23,20,28,357.16,TFL-521412-ANON,Tablet,macOS,Yes,Purged,Public
TFL-0000678,London Bridge,District,2024-06-11,5,29,18.33,TFL-912135-ANON,Mobile,Android,Yes,Purged,Sensitive
TFL-0000679,Victoria,Central,2023-07-17,2,107,55.33,TFL-872642-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0000680,London Bridge,Northern,2023-09-15,8,96,277.41,TFL-485565-ANON,Mobile,Windows,No,Purge_Pending,Public
TFL-0000681,King's Cross,Circle,2023-11-24,11,40,185.51,TFL-506720-ANON,Tablet,Windows,No,Purged,Sensitive
TFL-0000682,Euston,Circle,2024-09-02,15,22,314.6,TFL-889248-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0000683,Canary Wharf,Northern,2023-04-02,10,86,300.34,TFL-779903-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0000684,King's Cross,Piccadilly,2023-11-01,14,12,366.78,TFL-541916-ANON,Mobile,macOS,No,Purge_Pending,Public
TFL-0000685,King's Cross,Piccadilly,2024-09-01,22,59,95.12,TFL-259650-ANON,Tablet,Android,No,Purged,Public
TFL-0000686,Paddington,District,2023-09-22,20,27,46.73,TFL-419767-ANON,Tablet,Android,Yes,Retain,Internal
TFL-0000687,Stratford,District,2024-03-17,6,20,214.49,TFL-544992-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0000688,Heathrow T1,Piccadilly,2023-04-12,4,107,166.54,TFL-917745-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0000689,London Bridge,Elizabeth,2023-05-12,6,106,160.6,TFL-461853-ANON,Laptop,Android,Yes,Purged,Sensitive
TFL-0000690,Waterloo,District,2024-10-24,2,109,319.15,TFL-576931-ANON,Mobile,iOS,Yes,Purge_Pending,Public
TFL-0000691,King's Cross,Elizabeth,2023-11-07,10,8,114.67,TFL-719961-ANON,Tablet,Windows,Yes,Purge_Pending,Internal
TFL-0000692,Victoria,District,2023-08-23,16,115,467.15,TFL-590596-ANON,Laptop,macOS,No,Purge_Pending,Internal
TFL-0000693,Stratford,Northern,2023-05-22,17,111,377.24,TFL-998544-ANON,Tablet,Windows,Yes,Purged,Sensitive
TFL-0000694,Victoria,Victoria,2024-08-06,13,96,51.16,TFL-319726-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0000695,Euston,Victoria,2023-03-13,4,70,358.65,TFL-576105-ANON,Tablet,macOS,No,Purge_Pending,Sensitive
TFL-0000696,King's Cross,Victoria,2024-02-01,5,27,408.72,TFL-237914-ANON,Tablet,Android,No,Retain,Internal
TFL-0000697,Waterloo,Jubilee,2023-12-14,7,61,339.5,TFL-991744-ANON,Tablet,iOS,No,Retain,Sensitive
TFL-0000698,Waterloo,Jubilee,2023-01-29,21,66,432.13,TFL-668607-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0000699,Stratford,Circle,2023-06-08,18,8,262.68,TFL-701585-ANON,Tablet,Windows,Yes,Purge_Pending,Internal
TFL-0000700,Euston,Piccadilly,2024-12-04,7,89,139.67,TFL-945272-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000701,Waterloo,Circle,2024-02-15,12,44,466.46,TFL-455912-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0000702,Canary Wharf,Victoria,2024-06-24,23,37,33.73,TFL-629867-ANON,Laptop,Android,Yes,Purge_Pending,Public
TFL-0000703,Heathrow T1,District,2023-05-24,7,45,92.05,TFL-941822-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0000704,Stratford,Victoria,2024-06-06,6,80,170.41,TFL-981104-ANON,Tablet,Android,Yes,Purged,Public
TFL-0000705,Stratford,Central,2024-05-05,2,79,416.2,TFL-788620-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0000706,Stratford,Central,2024-09-14,22,118,39.15,TFL-651226-ANON,Tablet,Windows,No,Purged,Sensitive
TFL-0000707,Canary Wharf,Northern,2023-09-21,2,70,169.09,TFL-476846-ANON,Laptop,Windows,No,Retain,Public
TFL-0000708,Euston,Victoria,2024-11-09,16,17,178.72,TFL-272868-ANON,Laptop,Windows,Yes,Retain,Sensitive
TFL-0000709,Canary Wharf,Jubilee,2023-06-29,11,106,346.72,TFL-182528-ANON,Mobile,iOS,Yes,Purged,Internal
TFL-0000710,London Bridge,Circle,2023-02-02,6,29,108.26,TFL-166656-ANON,Tablet,Android,No,Purged,Public
TFL-0000711,London Bridge,Elizabeth,2023-02-26,20,26,9.63,TFL-344571-ANON,Laptop,Android,Yes,Purge_Pending,Public
TFL-0000712,Victoria,Jubilee,2023-11-02,20,84,73.84,TFL-708132-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0000713,Canary Wharf,Piccadilly,2024-03-27,2,102,224.4,TFL-154683-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0000714,Victoria,Piccadilly,2023-08-01,2,82,440.1,TFL-968080-ANON,Laptop,iOS,No,Purge_Pending,Public
TFL-0000715,Heathrow T1,Northern,2023-03-31,6,20,54.3,TFL-266377-ANON,Laptop,Android,No,Purge_Pending,Sensitive
TFL-0000716,King's Cross,Northern,2024-08-22,16,87,243.37,TFL-911267-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0000717,King's Cross,Victoria,2024-06-15,0,52,49.65,TFL-283740-ANON,Laptop,iOS,Yes,Retain,Sensitive
TFL-0000718,Canary Wharf,Victoria,2023-10-07,20,102,398.26,TFL-257816-ANON,Laptop,macOS,Yes,Purged,Internal
TFL-0000719,London Bridge,Victoria,2024-10-29,20,95,174.46,TFL-185418-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0000720,King's Cross,Central,2024-10-07,14,32,170.96,TFL-734265-ANON,Mobile,Android,No,Retain,Public
TFL-0000721,Canary Wharf,Northern,2023-05-25,18,59,322.14,TFL-706454-ANON,Tablet,iOS,No,Retain,Internal
TFL-0000722,Paddington,Elizabeth,2024-11-18,3,71,95.94,TFL-104229-ANON,Tablet,Android,Yes,Retain,Public
TFL-0000723,Victoria,Jubilee,2024-12-24,13,42,304.09,TFL-180504-ANON,Tablet,Android,No,Retain,Sensitive
TFL-0000724,Paddington,Northern,2024-12-03,8,44,137.45,TFL-898512-ANON,Laptop,Android,No,Retain,Sensitive
TFL-0000725,Waterloo,Victoria,2023-09-28,11,77,372.07,TFL-942230-ANON,Laptop,macOS,No,Retain,Internal
TFL-0000726,Waterloo,Central,2023-08-13,13,88,233.94,TFL-638812-ANON,Laptop,iOS,Yes,Purge_Pending,Sensitive
TFL-0000727,King's Cross,Northern,2023-12-12,23,120,356.58,TFL-530786-ANON,Tablet,macOS,No,Retain,Internal
TFL-0000728,King's Cross,Elizabeth,2023-05-22,10,79,267.51,TFL-572888-ANON,Laptop,Windows,No,Purge_Pending,Sensitive
TFL-0000729,London Bridge,Central,2024-03-24,3,60,269.78,TFL-844497-ANON,Tablet,Android,Yes,Purged,Sensitive
TFL-0000730,Waterloo,Piccadilly,2023-01-18,4,58,24.46,TFL-794716-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0000731,Heathrow T1,Central,2023-08-04,9,97,416.33,TFL-215506-ANON,Laptop,macOS,Yes,Purge_Pending,Sensitive
TFL-0000732,King's Cross,Central,2023-04-12,6,45,138.69,TFL-845328-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0000733,Victoria,Northern,2023-10-14,5,39,32.49,TFL-613914-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0000734,Stratford,Circle,2023-12-07,23,55,4.84,TFL-928193-ANON,Mobile,Android,Yes,Purged,Internal
TFL-0000735,Euston,District,2024-07-25,1,10,46.46,TFL-686550-ANON,Laptop,Android,No,Retain,Sensitive
TFL-0000736,Victoria,Elizabeth,2023-03-24,14,25,186.81,TFL-657731-ANON,Mobile,iOS,Yes,Retain,Public
TFL-0000737,Stratford,Circle,2024-01-15,15,23,275.58,TFL-746474-ANON,Tablet,Android,No,Retain,Internal
TFL-0000738,London Bridge,Central,2023-05-20,16,110,40.8,TFL-872996-ANON,Laptop,macOS,No,Purge_Pending,Public
TFL-0000739,London Bridge,Elizabeth,2024-03-27,13,22,243.86,TFL-696836-ANON,Tablet,iOS,Yes,Purged,Internal
TFL-0000740,Paddington,Circle,2024-03-03,17,95,478.2,TFL-574217-ANON,Laptop,Windows,Yes,Purged,Sensitive
TFL-0000741,King's Cross,Central,2023-05-31,1,24,113.07,TFL-438514-ANON,Tablet,Android,Yes,Purge_Pending,Internal
TFL-0000742,Liverpool Street,Elizabeth,2023-12-19,0,18,314.0,TFL-846494-ANON,Tablet,iOS,No,Retain,Sensitive
TFL-0000743,Victoria,District,2024-01-27,10,55,329.01,TFL-316788-ANON,Tablet,Windows,No,Retain,Public
TFL-0000744,Canary Wharf,Piccadilly,2024-07-08,7,38,26.36,TFL-680027-ANON,Laptop,Android,No,Purge_Pending,Public
TFL-0000745,Canary Wharf,Jubilee,2024-07-10,17,80,460.31,TFL-665433-ANON,Tablet,iOS,No,Purged,Internal
TFL-0000746,King's Cross,Circle,2023-02-02,23,64,437.28,TFL-326969-ANON,Tablet,Windows,No,Purge_Pending,Public
TFL-0000747,Victoria,Northern,2024-02-26,13,99,342.02,TFL-538606-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0000748,Canary Wharf,Victoria,2024-09-27,22,96,140.76,TFL-566713-ANON,Laptop,Android,Yes,Retain,Sensitive
TFL-0000749,Liverpool Street,Elizabeth,2023-09-13,10,75,89.37,TFL-917650-ANON,Tablet,Android,No,Purge_Pending,Sensitive
TFL-0000750,Waterloo,Piccadilly,2024-07-31,15,105,468.07,TFL-156296-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0000751,Canary Wharf,Victoria,2024-10-27,17,66,126.44,TFL-119549-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0000752,Victoria,Elizabeth,2023-01-19,20,118,193.99,TFL-386320-ANON,Laptop,Windows,Yes,Purge_Pending,Sensitive
TFL-0000753,King's Cross,Circle,2023-04-22,10,76,474.97,TFL-435832-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0000754,Stratford,Elizabeth,2023-04-26,18,31,459.33,TFL-976035-ANON,Laptop,Android,Yes,Purge_Pending,Internal
TFL-0000755,Heathrow T1,Victoria,2023-06-11,18,84,249.97,TFL-553695-ANON,Laptop,Android,No,Purged,Public
TFL-0000756,King's Cross,Circle,2024-03-22,20,116,227.99,TFL-588058-ANON,Mobile,macOS,Yes,Purged,Public
TFL-0000757,Heathrow T1,Circle,2024-06-08,5,59,322.54,TFL-797244-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0000758,Victoria,Elizabeth,2024-09-21,15,99,284.83,TFL-875690-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0000759,Canary Wharf,Victoria,2024-11-10,23,49,22.68,TFL-243573-ANON,Laptop,iOS,Yes,Purge_Pending,Sensitive
TFL-0000760,Liverpool Street,Central,2024-07-01,0,20,187.35,TFL-902609-ANON,Laptop,macOS,No,Purge_Pending,Internal
TFL-0000761,Heathrow T1,Elizabeth,2024-10-08,22,110,384.96,TFL-712910-ANON,Laptop,iOS,No,Purged,Internal
TFL-0000762,Victoria,Piccadilly,2023-11-29,1,109,314.39,TFL-736475-ANON,Tablet,macOS,No,Purge_Pending,Public
TFL-0000763,Euston,Circle,2024-09-08,9,119,344.13,TFL-464898-ANON,Laptop,Android,Yes,Purge_Pending,Internal
TFL-0000764,King's Cross,Jubilee,2023-01-16,15,28,127.28,TFL-850010-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0000765,Euston,Jubilee,2024-11-09,5,66,12.35,TFL-251950-ANON,Tablet,Windows,No,Retain,Public
TFL-0000766,Stratford,District,2024-09-25,4,77,138.06,TFL-787900-ANON,Laptop,macOS,Yes,Purged,Sensitive
TFL-0000767,Heathrow T1,Victoria,2024-05-17,1,115,157.3,TFL-379096-ANON,Tablet,Windows,Yes,Purge_Pending,Sensitive
TFL-0000768,Paddington,District,2024-03-11,21,8,2.25,TFL-180647-ANON,Mobile,Windows,Yes,Purged,Internal
TFL-0000769,Victoria,Victoria,2024-11-25,16,73,380.4,TFL-584792-ANON,Mobile,Android,No,Purge_Pending,Internal
TFL-0000770,Liverpool Street,Piccadilly,2024-05-03,6,69,202.07,TFL-528294-ANON,Laptop,macOS,No,Purge_Pending,Public
TFL-0000771,Waterloo,Jubilee,2023-07-31,15,109,483.91,TFL-720490-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0000772,Heathrow T1,Jubilee,2023-09-08,12,64,64.25,TFL-299228-ANON,Laptop,Android,No,Purged,Internal
TFL-0000773,King's Cross,District,2023-02-07,10,115,225.58,TFL-520172-ANON,Laptop,iOS,No,Purged,Sensitive
TFL-0000774,Liverpool Street,Jubilee,2024-07-02,12,20,63.77,TFL-521787-ANON,Laptop,Android,No,Retain,Public
TFL-0000775,King's Cross,Elizabeth,2024-05-16,14,92,52.29,TFL-902596-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0000776,London Bridge,Victoria,2023-06-05,18,37,209.09,TFL-933161-ANON,Laptop,iOS,No,Purge_Pending,Sensitive
TFL-0000777,Victoria,Jubilee,2023-07-24,1,68,315.29,TFL-287349-ANON,Mobile,Android,No,Purge_Pending,Public
TFL-0000778,London Bridge,Northern,2023-08-12,21,110,83.21,TFL-965861-ANON,Tablet,Windows,No,Retain,Public
TFL-0000779,King's Cross,Elizabeth,2023-10-17,21,48,164.34,TFL-842372-ANON,Tablet,macOS,No,Purged,Sensitive
TFL-0000780,Heathrow T1,Piccadilly,2023-05-26,5,56,201.1,TFL-100293-ANON,Laptop,Android,No,Purge_Pending,Sensitive
TFL-0000781,Waterloo,Northern,2023-04-20,13,27,273.3,TFL-314954-ANON,Laptop,Windows,Yes,Retain,Sensitive
TFL-0000782,King's Cross,Victoria,2024-03-23,3,107,409.33,TFL-165931-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0000783,Paddington,Northern,2024-01-11,9,112,48.41,TFL-432637-ANON,Laptop,iOS,No,Retain,Internal
TFL-0000784,Euston,Elizabeth,2023-06-10,2,94,280.51,TFL-617448-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0000785,Stratford,Northern,2024-11-07,8,107,374.58,TFL-154649-ANON,Tablet,Android,No,Purged,Internal
TFL-0000786,Liverpool Street,Northern,2024-06-05,15,31,32.81,TFL-156894-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0000787,Canary Wharf,District,2024-08-10,5,24,323.12,TFL-364191-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0000788,London Bridge,Jubilee,2024-06-06,1,117,380.31,TFL-807509-ANON,Mobile,Android,Yes,Retain,Internal
TFL-0000789,Victoria,Piccadilly,2024-07-29,20,81,496.54,TFL-672623-ANON,Mobile,macOS,No,Purged,Public
TFL-0000790,London Bridge,Northern,2023-05-25,7,105,257.59,TFL-515741-ANON,Tablet,Android,Yes,Purged,Public
TFL-0000791,Waterloo,Piccadilly,2023-07-20,10,54,449.63,TFL-799711-ANON,Mobile,iOS,No,Retain,Internal
TFL-0000792,King's Cross,Piccadilly,2023-01-20,8,59,234.04,TFL-922736-ANON,Mobile,macOS,Yes,Purge_Pending,Public
TFL-0000793,London Bridge,Piccadilly,2024-11-08,19,25,147.27,TFL-324315-ANON,Laptop,Windows,Yes,Purge_Pending,Public
