record_id,state,county,census_block,provider_id,provider_name,technology_code,technology_name,max_down_mbps,max_up_mbps,consumer,business,low_income_area,rural_flag,population_served,median_income,report_date
FCC-0001137,NY,County_53,752889322,PRVDR-339,Verizon,50,Fiber,1000,100,1,1,1,0,23773,28541,2024-09-20
FCC-0001138,PA,County_99,763295516,PRVDR-233,Optimum,40,Cable,1000,25,0,0,1,1,28162,32185,2023-08-05
FCC-0001139,CA,County_67,141489016,PRVDR-871,Optimum,70,Fixed Wireless,50,10,1,0,1,1,14389,36201,2024-02-25
FCC-0001140,PA,County_43,523986209,PRVDR-674,Optimum,50,Fiber,25,5,1,0,0,1,6937,135453,2023-06-13
FCC-0001141,VA,County_26,189884610,PRVDR-490,AT&T,10,DSL,250,50,0,1,0,0,48011,58544,2023-01-17
FCC-0001142,VA,County_91,150706111,PRVDR-379,Spectrum,10,DSL,50,10,0,1,0,0,32228,114494,2024-08-07
FCC-0001143,MA,County_17,709900789,PRVDR-907,Optimum,70,Fixed Wireless,1000,5,1,1,0,1,21708,69114,2023-03-26
FCC-0001144,IL,County_31,201143508,PRVDR-270,Verizon,70,Fixed Wireless,100,10,0,0,0,0,3780,84832,2023-01-05
FCC-0001145,MA,County_59,777566085,PRVDR-239,Spectrum,40,Cable,50,10,0,1,1,1,47024,47650,2023-04-08
FCC-0001146,CA,County_95,407851859,PRVDR-523,Optimum,300,LTE,1000,25,0,1,0,0,47495,114699,2023-07-14
FCC-0001147,OH,County_17,873362776,PRVDR-283,Optimum,70,Fixed Wireless,100,3,1,0,0,1,18612,98779,2024-03-20
FCC-0001148,NY,County_57,222988454,PRVDR-977,Spectrum,70,Fixed Wireless,250,25,1,1,1,0,21142,26539,2024-08-26
FCC-0001149,MA,County_8,615345332,PRVDR-666,Spectrum,300,LTE,100,50,1,0,0,0,3333,128555,2023-02-16
FCC-0001150,NJ,County_67,179669028,PRVDR-140,AT&T,70,Fixed Wireless,100,25,0,0,0,1,44255,98562,2023-09-26
FCC-0001151,VA,County_44,751002866,PRVDR-169,Optimum,10,DSL,500,5,0,1,0,0,26439,97573,2024-05-31
FCC-0001152,MA,County_94,385191175,PRVDR-547,Verizon,301,5G NR,25,25,0,0,0,1,13509,120932,2024-01-05
FCC-0001153,NY,County_7,994180029,PRVDR-765,T-Mobile,70,Fixed Wireless,250,10,0,1,0,0,48177,141072,2024-04-20
FCC-0001154,IL,County_33,175281073,PRVDR-281,Verizon,301,5G NR,500,100,0,0,0,0,46320,135152,2024-07-06
FCC-0001155,AZ,County_25,657596351,PRVDR-593,T-Mobile,50,Fiber,25,25,0,0,1,1,30752,49320,2023-02-23
FCC-0001156,MI,County_87,459605870,PRVDR-302,T-Mobile,70,Fixed Wireless,500,25,0,1,1,1,7156,27323,2023-08-05
FCC-0001157,VA,County_77,121616306,PRVDR-199,T-Mobile,10,DSL,1000,3,0,1,0,0,13404,142492,2023-11-07
FCC-0001158,MI,County_2,512957876,PRVDR-742,Verizon,10,DSL,25,5,0,1,1,1,33869,25014,2024-10-14
FCC-0001159,PA,County_42,166777836,PRVDR-653,Spectrum,10,DSL,500,50,1,1,0,1,26729,83260,2024-12-19
FCC-0001160,TX,County_72,606054729,PRVDR-734,T-Mobile,50,Fiber,1000,10,1,0,0,1,32811,119374,2023-03-27
FCC-0001161,MI,County_8,681517068,PRVDR-378,AT&T,300,LTE,50,100,0,1,0,0,20235,82338,2024-01-25
FCC-0001162,NC,County_38,712841358,PRVDR-721,Spectrum,50,Fiber,25,100,1,1,0,1,5226,91304,2023-09-11
FCC-0001163,OH,County_45,904352998,PRVDR-808,AT&T,70,Fixed Wireless,500,50,1,0,0,0,25832,116075,2023-01-24
FCC-0001164,IL,County_94,803907535,PRVDR-915,Optimum,50,Fiber,100,50,0,1,0,1,22914,116526,2023-05-02
FCC-0001165,WA,County_57,526000337,PRVDR-978,Spectrum,301,5G NR,25,50,1,1,0,1,36120,117987,2024-05-02
FCC-0001166,NC,County_6,678569059,PRVDR-442,Optimum,40,Cable,500,100,0,0,0,0,10883,142061,2023-07-01
FCC-0001167,NC,County_3,135120086,PRVDR-563,Optimum,300,LTE,500,50,0,0,0,1,20982,99733,2023-07-30
FCC-0001168,MA,County_62,384956904,PRVDR-774,T-Mobile,301,5G NR,25,25,0,1,0,0,29843,53236,2024-03-08
FCC-0001169,CA,County_9,575285111,PRVDR-605,Verizon,50,Fiber,25,25,0,1,0,0,46236,65858,2023-04-12
FCC-0001170,WA,County_25,998398148,PRVDR-565,T-Mobile,300,LTE,25,25,0,1,0,0,35578,94649,2024-11-10
FCC-0001171,GA,County_93,656653976,PRVDR-204,Verizon,10,DSL,100,100,1,1,0,1,47304,102062,2023-02-26
FCC-0001172,GA,County_25,298775515,PRVDR-555,Verizon,301,5G NR,500,5,0,1,0,0,46712,113927,2024-07-16
FCC-0001173,FL,County_54,551153259,PRVDR-913,Verizon,40,Cable,100,100,1,1,0,0,47221,55341,2024-12-01
FCC-0001174,PA,County_57,608948554,PRVDR-282,Optimum,301,5G NR,250,5,1,0,1,0,6108,39360,2023-09-30
FCC-0001175,NY,County_44,435930111,PRVDR-663,AT&T,70,Fixed Wireless,250,3,1,0,0,0,37238,57482,2024-06-11
FCC-0001176,MA,County_76,159070452,PRVDR-481,AT&T,70,Fixed Wireless,1000,50,0,1,0,1,49839,142234,2024-11-14
FCC-0001177,PA,County_77,939800897,PRVDR-202,Spectrum,300,LTE,1000,25,0,0,1,1,30650,30232,2023-04-29
FCC-0001178,NY,County_94,589980890,PRVDR-416,Optimum,10,DSL,100,100,0,1,0,0,2037,134941,2024-01-01
FCC-0001179,PA,County_31,428852720,PRVDR-933,T-Mobile,301,5G NR,1000,100,1,1,0,0,17916,134144,2023-05-09
FCC-0001180,NY,County_98,263827700,PRVDR-284,Optimum,10,DSL,250,5,0,0,0,1,14978,124403,2024-09-21
FCC-0001181,CA,County_29,709359539,PRVDR-573,Optimum,40,Cable,250,5,1,0,1,1,48102,38765,2023-02-06
FCC-0001182,MI,County_71,386550425,PRVDR-199,T-Mobile,50,Fiber,50,5,0,1,1,1,410,49161,2023-02-05
FCC-0001183,TX,County_20,879602317,PRVDR-918,Verizon,301,5G NR,25,100,1,1,1,0,14973,33846,2023-08-14
FCC-0001184,WA,County_69,367578720,PRVDR-406,AT&T,50,Fiber,250,3,1,0,0,0,8982,145257,2023-12-10
FCC-0001185,NC,County_15,598139375,PRVDR-450,AT&T,40,Cable,1000,100,0,1,0,0,8316,109249,2023-11-20
FCC-0001186,TX,County_17,923037491,PRVDR-520,Spectrum,50,Fiber,1000,25,1,1,0,0,8476,140091,2023-11-28
FCC-0001187,AZ,County_88,114141612,PRVDR-398,Spectrum,70,Fixed Wireless,250,50,1,1,0,0,8461,105824,2023-07-15
FCC-0001188,NY,County_27,982571499,PRVDR-669,Verizon,301,5G NR,500,50,1,1,0,1,35662,76941,2024-11-18
FCC-0001189,PA,County_74,761620690,PRVDR-820,Spectrum,300,LTE,50,10,1,1,0,1,5228,98009,2023-09-29
FCC-0001190,PA,County_38,705482585,PRVDR-824,T-Mobile,301,5G NR,1000,3,1,0,0,0,24883,130829,2023-06-27
FCC-0001191,TX,County_46,753799101,PRVDR-238,Optimum,50,Fiber,50,3,1,1,0,0,35546,107575,2023-06-24
FCC-0001192,GA,County_48,410499585,PRVDR-869,T-Mobile,50,Fiber,25,100,1,1,1,0,41585,46649,2023-08-22
FCC-0001193,WA,County_7,952694628,PRVDR-649,Optimum,40,Cable,50,25,0,0,0,0,42268,85041,2024-08-15
FCC-0001194,AZ,County_53,669980769,PRVDR-483,Verizon,70,Fixed Wireless,250,25,1,1,0,1,43530,141249,2024-01-01
FCC-0001195,AZ,County_12,688518301,PRVDR-970,AT&T,40,Cable,100,10,0,0,0,0,46899,100365,2023-02-21
FCC-0001196,GA,County_15,758661538,PRVDR-918,Verizon,40,Cable,500,25,0,0,1,1,42206,25885,2023-05-17
FCC-0001197,IL,County_42,731362294,PRVDR-765,Verizon,70,Fixed Wireless,1000,3,0,0,0,1,29374,145665,2024-09-26
FCC-0001198,IL,County_36,885394177,PRVDR-683,Optimum,70,Fixed Wireless,250,100,1,0,1,1,32810,35273,2023-12-27
FCC-0001199,IL,County_72,174427424,PRVDR-604,AT&T,40,Cable,50,5,1,1,0,1,26020,103719,2023-10-18
FCC-0001200,MA,County_71,949742542,PRVDR-602,Optimum,301,5G NR,1000,5,1,0,0,0,11932,149215,2024-09-10
FCC-0001201,OH,County_61,256523261,PRVDR-103,Spectrum,70,Fixed Wireless,50,5,0,0,0,0,20000,130925,2024-07-23
FCC-0001202,PA,County_20,478139496,PRVDR-966,T-Mobile,50,Fiber,250,100,0,1,0,1,12972,82480,2023-09-12
FCC-0001203,CA,County_24,611596043,PRVDR-908,Spectrum,70,Fixed Wireless,500,50,0,0,0,0,36386,146021,2023-08-20
FCC-0001204,NJ,County_30,724508740,PRVDR-892,T-Mobile,40,Cable,50,50,0,1,0,1,28041,95966,2024-11-12
FCC-0001205,CA,County_26,781698779,PRVDR-533,AT&T,70,Fixed Wireless,50,5,1,0,1,1,2924,46716,2023-04-02
FCC-0001206,NJ,County_74,350115640,PRVDR-878,T-Mobile,40,Cable,25,3,1,1,0,0,46368,101761,2024-08-29
FCC-0001207,GA,County_87,943999713,PRVDR-164,Verizon,70,Fixed Wireless,25,50,1,1,0,1,30317,81800,2023-03-11
FCC-0001208,OH,County_93,135930663,PRVDR-527,Optimum,10,DSL,100,25,1,0,0,0,27321,79289,2023-02-05
FCC-0001209,MA,County_86,879138568,PRVDR-943,Optimum,50,Fiber,50,50,0,1,0,1,47145,139824,2024-11-10
FCC-0001210,PA,County_90,347702490,PRVDR-268,Spectrum,50,Fiber,100,5,1,0,0,0,41855,109068,2024-09-04
FCC-0001211,CA,County_7,387695070,PRVDR-189,AT&T,50,Fiber,25,100,0,0,1,1,37461,37658,2023-05-12
FCC-0001212,TX,County_43,363514714,PRVDR-163,Optimum,300,LTE,25,25,1,1,1,0,42188,30243,2024-09-04
FCC-0001213,AZ,County_39,101777567,PRVDR-672,Optimum,70,Fixed Wireless,250,25,0,0,0,1,9091,123243,2023-05-10
FCC-0001214,NJ,County_63,773264401,PRVDR-129,Verizon,300,LTE,500,10,0,1,0,0,28667,72292,2024-07-25
FCC-0001215,TX,County_67,416034024,PRVDR-794,AT&T,300,LTE,1000,10,0,0,0,1,42363,68911,2023-10-30
FCC-0001216,FL,County_25,738895793,PRVDR-545,Spectrum,40,Cable,250,5,1,1,0,1,17243,89646,2024-10-09
FCC-0001217,VA,County_81,238448342,PRVDR-302,AT&T,300,LTE,250,3,0,0,1,1,42365,49941,2024-12-05
FCC-0001218,NJ,County_44,689898361,PRVDR-119,T-Mobile,50,Fiber,1000,5,0,0,0,0,22035,76331,2023-12-04
FCC-0001219,NC,County_84,396626695,PRVDR-487,T-Mobile,301,5G NR,500,3,0,0,0,0,15168,102596,2024-01-15
FCC-0001220,MA,County_74,110394766,PRVDR-526,T-Mobile,50,Fiber,500,5,0,0,0,0,4663,66624,2024-06-06
FCC-0001221,OH,County_64,951214636,PRVDR-299,Optimum,300,LTE,1000,50,1,0,1,0,21778,34859,2024-05-04
FCC-0001222,NJ,County_45,153472534,PRVDR-343,Spectrum,10,DSL,250,100,0,0,0,1,697,67311,2023-08-03
FCC-0001223,OH,County_44,631443570,PRVDR-300,Spectrum,300,LTE,500,100,0,0,0,0,14393,86445,2024-07-10
FCC-0001224,MI,County_66,479058659,PRVDR-425,Spectrum,40,Cable,100,3,1,0,0,0,11737,55802,2023-12-03
FCC-0001225,IL,County_96,619572608,PRVDR-288,Verizon,10,DSL,50,3,0,0,0,0,29250,106990,2023-10-14
FCC-0001226,PA,County_73,379919307,PRVDR-115,Verizon,40,Cable,500,100,1,0,0,1,3896,85178,2023-07-06
FCC-0001227,NJ,County_13,469238965,PRVDR-144,Spectrum,300,LTE,100,10,0,0,0,0,47953,90865,2024-12-15
FCC-0001228,NC,County_16,582828051,PRVDR-128,T-Mobile,300,LTE,500,100,1,1,0,1,40045,124853,2024-04-04
FCC-0001229,CA,County_59,886510077,PRVDR-618,Spectrum,50,Fiber,250,5,0,0,0,1,49456,130401,2024-11-16
FCC-0001230,FL,County_76,631070320,PRVDR-152,Verizon,300,LTE,25,10,1,0,0,0,40109,59276,2024-10-11
FCC-0001231,NJ,County_29,777157608,PRVDR-636,T-Mobile,40,Cable,100,100,0,1,0,1,15968,139890,2024-03-22
FCC-0001232,MI,County_46,942986410,PRVDR-360,Optimum,70,Fixed Wireless,100,50,0,1,0,1,36472,54128,2024-11-03
FCC-0001233,MI,County_89,638109112,PRVDR-398,Spectrum,300,LTE,50,100,1,0,0,0,19934,59837,2023-01-10
FCC-0001234,PA,County_74,752583419,PRVDR-275,Verizon,40,Cable,50,10,1,1,0,0,18931,81884,2023-10-22
FCC-0001235,AZ,County_38,711522401,PRVDR-183,AT&T,70,Fixed Wireless,100,10,0,1,0,1,10167,138404,2023-10-15
FCC-0001236,AZ,County_62,899944672,PRVDR-841,AT&T,50,Fiber,1000,50,1,0,0,0,49038,91170,2023-01-11
FCC-0001237,NC,County_63,138381098,PRVDR-991,T-Mobile,50,Fiber,500,100,0,0,0,1,9668,146906,2023-04-17
FCC-0001238,MA,County_12,680351249,PRVDR-452,T-Mobile,10,DSL,1000,5,1,0,0,1,30379,112470,2024-04-17
FCC-0001239,MA,County_63,281765524,PRVDR-415,Optimum,300,LTE,1000,10,0,0,1,1,27726,37807,2023-10-17
FCC-0001240,VA,County_49,538670326,PRVDR-380,Verizon,70,Fixed Wireless,250,25,1,0,0,0,32675,70765,2024-08-05
FCC-0001241,CA,County_79,452277753,PRVDR-388,Optimum,70,Fixed Wireless,25,5,0,1,0,0,47509,52935,2024-03-26
FCC-0001242,IL,County_77,821035010,PRVDR-901,T-Mobile,10,DSL,500,5,0,1,0,0,2022,103955,2023-02-28
FCC-0001243,WA,County_71,909716362,PRVDR-260,Optimum,50,Fiber,250,10,1,1,1,0,49121,48035,2023-07-03
FCC-0001244,VA,County_19,170354883,PRVDR-618,Spectrum,50,Fiber,500,10,1,0,0,0,13966,95932,2023-12-04
FCC-0001245,FL,County_44,705585205,PRVDR-515,Spectrum,50,Fiber,500,50,0,1,0,0,28730,128151,2023-03-11
FCC-0001246,NJ,County_98,109150632,PRVDR-581,Optimum,70,Fixed Wireless,250,50,0,0,0,0,20538,105722,2023-04-09
FCC-0001247,AZ,County_43,439778493,PRVDR-688,T-Mobile,70,Fixed Wireless,25,5,0,1,0,1,15816,127896,2024-07-30
FCC-0001248,IL,County_68,611339271,PRVDR-683,AT&T,50,Fiber,25,50,1,0,0,0,45675,65751,2024-12-03
FCC-0001249,AZ,County_31,625101387,PRVDR-326,Spectrum,300,LTE,50,25,1,0,0,1,27766,77059,2024-09-26
FCC-0001250,TX,County_32,478157899,PRVDR-159,Spectrum,50,Fiber,250,3,0,0,0,0,28174,69273,2023-07-02
FCC-0001251,FL,County_48,534738717,PRVDR-892,AT&T,40,Cable,25,10,0,1,0,1,16884,134886,2023-06-28
FCC-0001252,NJ,County_2,107967828,PRVDR-177,Optimum,40,Cable,1000,50,0,0,0,1,17036,54518,2023-02-04
FCC-0001253,NJ,County_35,479345859,PRVDR-826,AT&T,10,DSL,500,10,0,0,0,1,48755,76391,2024-07-28
FCC-0001254,FL,County_48,553752863,PRVDR-785,T-Mobile,40,Cable,250,100,0,1,0,1,7645,118623,2023-06-10
FCC-0001255,FL,County_20,209768204,PRVDR-912,AT&T,300,LTE,500,25,1,1,1,1,23068,36720,2023-03-15
FCC-0001256,VA,County_94,194404577,PRVDR-608,Verizon,301,5G NR,50,5,0,1,0,0,33798,149013,2023-11-30
FCC-0001257,FL,County_65,671550449,PRVDR-683,T-Mobile,301,5G NR,25,5,0,0,1,0,35026,35007,2023-03-20
FCC-0001258,AZ,County_34,838885769,PRVDR-136,Verizon,70,Fixed Wireless,50,100,1,0,0,0,28541,127098,2024-05-25
FCC-0001259,VA,County_56,991348597,PRVDR-237,Spectrum,10,DSL,100,100,1,1,1,0,11243,43049,2023-08-09
FCC-0001260,NC,County_23,309204200,PRVDR-664,AT&T,301,5G NR,50,10,1,1,0,0,36411,111264,2023-06-16
FCC-0001261,NJ,County_54,280896568,PRVDR-976,Optimum,300,LTE,250,25,0,0,0,0,19445,88373,2024-08-02
FCC-0001262,PA,County_93,827492652,PRVDR-357,Verizon,300,LTE,100,10,0,1,0,0,20183,58299,2024-05-01
FCC-0001263,TX,County_52,810431473,PRVDR-539,AT&T,301,5G NR,50,10,0,1,0,1,34478,99167,2023-05-24
FCC-0001264,WA,County_55,362624770,PRVDR-334,Spectrum,301,5G NR,25,3,1,0,1,1,16461,49868,2024-09-23
FCC-0001265,AZ,County_76,534224796,PRVDR-248,Optimum,10,DSL,1000,10,1,1,0,0,19964,85849,2024-01-19
FCC-0001266,CA,County_95,159271936,PRVDR-668,Verizon,300,LTE,1000,25,1,1,0,0,47845,60963,2023-11-24
FCC-0001267,MI,County_11,332768187,PRVDR-250,AT&T,301,5G NR,50,10,1,1,0,0,31891,70474,2024-11-13
FCC-0001268,MI,County_47,808310657,PRVDR-176,Spectrum,300,LTE,1000,50,1,1,0,1,22612,68371,2023-05-01
FCC-0001269,MA,County_8,384168321,PRVDR-878,T-Mobile,40,Cable,500,3,1,1,0,0,32513,143715,2024-05-01
FCC-0001270,MI,County_34,646531784,PRVDR-302,Verizon,10,DSL,500,5,0,0,0,1,11002,71154,2024-08-24
FCC-0001271,NC,County_49,163660416,PRVDR-550,Optimum,300,LTE,100,3,0,1,0,0,39234,126418,2024-02-22
FCC-0001272,IL,County_72,910884646,PRVDR-542,T-Mobile,301,5G NR,1000,3,1,1,0,1,35302,74549,2023-05-06
FCC-0001273,OH,County_94,869430942,PRVDR-127,Spectrum,301,5G NR,25,5,1,0,1,0,27972,28185,2024-07-23
FCC-0001274,GA,County_75,227770940,PRVDR-354,Spectrum,301,5G NR,500,50,0,1,0,1,9004,130332,2024-03-28
FCC-0001275,FL,County_14,340120480,PRVDR-865,T-Mobile,50,Fiber,50,5,1,0,0,1,7298,70490,2024-11-01
FCC-0001276,AZ,County_29,562810283,PRVDR-838,Spectrum,70,Fixed Wireless,500,25,0,0,0,1,28954,148749,2024-12-29
FCC-0001277,NJ,County_68,484203938,PRVDR-952,Optimum,10,DSL,500,25,0,0,1,1,16270,43849,2023-07-06
FCC-0001278,NJ,County_53,609927416,PRVDR-188,T-Mobile,50,Fiber,100,3,0,1,1,0,37969,25120,2024-11-07
FCC-0001279,PA,County_98,114538374,PRVDR-261,Optimum,70,Fixed Wireless,25,5,0,1,0,0,3059,127747,2024-06-04
FCC-0001280,NY,County_10,319980799,PRVDR-414,T-Mobile,300,LTE,100,25,1,1,1,0,7327,35649,2023-10-27
FCC-0001281,MA,County_38,454917914,PRVDR-957,Spectrum,300,LTE,25,3,0,1,0,0,38462,143147,2023-02-01
FCC-0001282,WA,County_72,297927859,PRVDR-673,T-Mobile,70,Fixed Wireless,50,100,0,1,0,0,35661,95613,2023-07-05
FCC-0001283,MA,County_84,800960208,PRVDR-207,Verizon,10,DSL,500,10,0,1,0,0,48347,145366,2023-09-22
FCC-0001284,NY,County_74,288544956,PRVDR-886,Optimum,40,Cable,1000,3,1,0,0,1,7733,127240,2023-12-31
FCC-0001285,IL,County_59,467578553,PRVDR-735,T-Mobile,300,LTE,100,50,0,1,0,1,20054,125726,2024-09-12
FCC-0001286,OH,County_90,583689742,PRVDR-428,AT&T,300,LTE,1000,100,1,0,0,0,4450,78080,2023-01-11
FCC-0001287,WA,County_9,693584805,PRVDR-570,Verizon,301,5G NR,250,50,1,0,0,1,11811,106372,2023-06-26
FCC-0001288,PA,County_68,741208294,PRVDR-543,Spectrum,70,Fixed Wireless,1000,100,0,1,0,0,18744,149163,2024-10-20
FCC-0001289,CA,County_85,316151523,PRVDR-415,Optimum,50,Fiber,50,100,0,1,0,0,16012,126563,2023-07-20
FCC-0001290,VA,County_29,636656584,PRVDR-551,Spectrum,50,Fiber,500,50,1,0,1,0,31737,49217,2024-07-25
FCC-0001291,IL,County_80,844460953,PRVDR-804,Optimum,10,DSL,1000,5,1,1,1,1,36714,40293,2024-06-02
FCC-0001292,WA,County_58,443240791,PRVDR-674,AT&T,301,5G NR,25,10,1,0,0,0,23204,76522,2024-10-11
FCC-0001293,NY,County_22,557594677,PRVDR-359,Optimum,70,Fixed Wireless,500,25,0,1,0,1,49694,127076,2024-09-11
FCC-0001294,NY,County_23,323841204,PRVDR-135,AT&T,40,Cable,25,5,1,1,0,1,11044,111719,2024-05-18
FCC-0001295,MI,County_55,735483902,PRVDR-513,Optimum,300,LTE,25,5,1,1,0,1,24212,68715,2024-10-16
FCC-0001296,MA,County_59,961543236,PRVDR-599,AT&T,70,Fixed Wireless,25,25,1,0,0,1,254,131617,2023-11-02
FCC-0001297,NY,County_12,587512504,PRVDR-442,AT&T,50,Fiber,500,3,1,0,0,1,37049,59415,2023-08-02
FCC-0001298,GA,County_27,165057160,PRVDR-935,T-Mobile,10,DSL,100,50,0,1,0,0,34403,78312,2023-06-10
FCC-0001299,AZ,County_7,225352044,PRVDR-227,AT&T,300,LTE,100,3,0,0,0,1,9427,118643,2023-06-04
FCC-0001300,GA,County_88,628685272,PRVDR-836,Spectrum,50,Fiber,500,25,1,1,0,1,17790,118985,2024-02-04
FCC-0001301,NJ,County_14,157629590,PRVDR-739,T-Mobile,50,Fiber,100,3,0,0,1,0,20223,48191,2024-12-21
FCC-0001302,CA,County_53,981383548,PRVDR-456,T-Mobile,70,Fixed Wireless,100,3,1,1,1,0,8084,37014,2023-06-01
FCC-0001303,NY,County_7,645794643,PRVDR-505,T-Mobile,10,DSL,1000,3,0,0,0,0,2929,88953,2024-09-05
FCC-0001304,OH,County_56,968186700,PRVDR-856,Spectrum,301,5G NR,50,25,0,0,0,0,19208,55435,2024-09-26
FCC-0001305,NJ,County_39,524172881,PRVDR-504,AT&T,10,DSL,25,5,1,1,0,1,10830,99487,2023-10-13
FCC-0001306,NY,County_19,306717020,PRVDR-915,AT&T,10,DSL,1000,50,0,1,0,1,3987,62552,2023-07-30
FCC-0001307,MA,County_78,341244535,PRVDR-386,Verizon,10,DSL,1000,5,1,1,0,0,48118,146284,2023-07-18
FCC-0001308,TX,County_15,290980510,PRVDR-558,T-Mobile,70,Fixed Wireless,1000,100,0,1,0,0,38064,149411,2023-04-03
FCC-0001309,AZ,County_36,842638680,PRVDR-282,Spectrum,301,5G NR,100,5,0,1,0,1,32336,146457,2023-08-12
FCC-0001310,NY,County_63,745155988,PRVDR-128,T-Mobile,40,Cable,250,100,1,1,1,0,23638,44674,2024-10-22
FCC-0001311,MI,County_11,650476206,PRVDR-127,Optimum,40,Cable,100,5,1,0,0,1,19895,119002,2024-10-10
FCC-0001312,OH,County_22,907920763,PRVDR-829,Optimum,301,5G NR,50,50,0,0,0,0,44916,69244,2023-03-18
FCC-0001313,MI,County_27,581564424,PRVDR-710,Verizon,50,Fiber,1000,100,0,0,0,0,28596,64251,2024-08-20
FCC-0001314,NC,County_99,282909486,PRVDR-688,T-Mobile,50,Fiber,50,3,1,1,0,0,35135,64045,2024-09-07
FCC-0001315,VA,County_23,476266923,PRVDR-322,Verizon,301,5G NR,1000,3,0,0,0,0,28126,57800,2023-06-13
FCC-0001316,CA,County_42,757008134,PRVDR-547,T-Mobile,40,Cable,250,5,1,1,0,0,17713,147182,2024-04-12
FCC-0001317,MA,County_99,470176271,PRVDR-986,Spectrum,50,Fiber,50,50,0,0,0,0,49012,50311,2024-04-11
FCC-0001318,OH,County_28,805322993,PRVDR-833,Verizon,300,LTE,250,5,0,0,0,0,11448,133072,2024-03-26
FCC-0001319,AZ,County_29,847833256,PRVDR-354,Optimum,300,LTE,1000,10,0,1,0,1,44426,70600,2024-04-14
FCC-0001320,IL,County_36,810164884,PRVDR-717,T-Mobile,40,Cable,1000,3,0,0,1,0,26933,42333,2024-10-01
FCC-0001321,MA,County_54,771167007,PRVDR-307,Spectrum,70,Fixed Wireless,50,100,0,1,0,1,46483,61382,2023-07-25
FCC-0001322,WA,County_32,142095637,PRVDR-434,AT&T,301,5G NR,250,100,1,0,1,1,41440,34063,2023-09-12
FCC-0001323,NJ,County_10,894291471,PRVDR-489,T-Mobile,50,Fiber,250,50,1,1,0,1,23271,146583,2024-07-03
FCC-0001324,AZ,County_50,965674625,PRVDR-251,Optimum,70,Fixed Wireless,250,3,1,0,0,1,39010,122517,2024-12-24
FCC-0001325,FL,County_19,630030296,PRVDR-425,AT&T,10,DSL,1000,3,1,1,0,0,9198,96052,2024-06-04
FCC-0001326,MI,County_43,631481738,PRVDR-230,AT&T,301,5G NR,500,10,0,1,0,1,33959,142204,2024-10-03
FCC-0001327,NY,County_12,407582787,PRVDR-556,Verizon,301,5G NR,100,25,0,0,0,0,44346,106379,2023-11-03
FCC-0001328,GA,County_91,207059613,PRVDR-192,AT&T,40,Cable,100,50,0,1,0,0,8382,90568,2023-08-04
FCC-0001329,MI,County_23,792640759,PRVDR-271,T-Mobile,300,LTE,500,10,0,1,0,1,20475,121981,2023-04-22
FCC-0001330,FL,County_34,691464175,PRVDR-179,AT&T,50,Fiber,100,10,0,0,0,1,28538,109667,2023-10-16
FCC-0001331,OH,County_62,955880232,PRVDR-738,Optimum,10,DSL,250,25,0,1,0,0,39168,95096,2024-05-09
FCC-0001332,MI,County_48,982270537,PRVDR-830,Optimum,10,DSL,50,10,1,0,0,0,325,141480,2023-12-24
FCC-0001333,CA,County_78,748351142,PRVDR-279,T-Mobile,40,Cable,50,25,0,1,0,0,3035,74019,2024-03-10
FCC-0001334,GA,County_99,872973430,PRVDR-298,Spectrum,70,Fixed Wireless,500,50,1,1,0,0,23836,133556,2024-11-25
FCC-0001335,MA,County_78,143947574,PRVDR-794,Spectrum,40,Cable,100,10,1,0,1,1,19931,28915,2023-05-27
FCC-0001336,NJ,County_55,166336080,PRVDR-228,T-Mobile,40,Cable,250,100,1,0,0,1,27960,99839,2024-07-08
FCC-0001337,NC,County_69,304608237,PRVDR-383,Optimum,40,Cable,500,5,1,0,0,1,41827,55469,2024-07-23
FCC-0001338,NC,County_81,774022187,PRVDR-251,Optimum,301,5G NR,100,50,0,1,0,1,2900,107407,2023-08-08
FCC-0001339,VA,County_21,548451158,PRVDR-942,T-Mobile,70,Fixed Wireless,500,3,0,1,0,0,29883,136757,2024-01-02
FCC-0001340,AZ,County_37,142894292,PRVDR-855,Optimum,50,Fiber,25,5,0,0,1,1,40594,46358,2024-08-11
FCC-0001341,FL,County_46,943828415,PRVDR-963,Spectrum,301,5G NR,50,5,1,1,1,1,40757,38893,2023-08-03
FCC-0001342,PA,County_87,195806128,PRVDR-798,Verizon,70,Fixed Wireless,500,3,1,1,1,1,33447,38456,2023-08-13
FCC-0001343,OH,County_26,334333233,PRVDR-136,Spectrum,50,Fiber,500,3,1,0,0,1,41183,116842,2024-05-27
FCC-0001344,VA,County_25,923263773,PRVDR-897,Verizon,10,DSL,25,100,0,1,1,1,3542,31454,2024-11-25
FCC-0001345,AZ,County_58,705956234,PRVDR-570,T-Mobile,301,5G NR,100,5,1,0,0,1,39676,109312,2023-03-03
FCC-0001346,NC,County_34,949511671,PRVDR-597,T-Mobile,300,LTE,1000,50,0,1,0,0,31309,51577,2024-01-07
FCC-0001347,MI,County_78,966744743,PRVDR-872,Optimum,10,DSL,250,100,1,0,0,1,17557,109444,2023-12-02
FCC-0001348,FL,County_11,239026402,PRVDR-839,Spectrum,10,DSL,500,100,1,1,0,1,46564,110973,2024-03-13
FCC-0001349,GA,County_97,645931668,PRVDR-792,T-Mobile,50,Fiber,250,50,0,1,0,1,48802,98860,2024-10-22
