reading_id,sensor_id,sensor_type,zone,latitude,longitude,timestamp,temperature_c,humidity_pct,traffic_count,pedestrian_count,energy_kwh,water_liters,air_quality_index,noise_db,parking_occupancy_pct,battery_pct,signal_strength_dbm,anomaly_flag,data_quality_score
IOT-0000696,SENS-0364,parking,Mixed Use,40.715333,-73.959627,2024-07-15 09:08:16,,91.1,408,11,40.635,836.7,75,,71.7,7.0,-64,0,0.62
IOT-0000697,SENS-0066,parking,Restricted,40.779166,-73.837824,2024-02-14 02:27:27,27.76,41.2,26,186,15.14,386.5,259,38.1,7.7,27.1,-89,1,0.61
IOT-0000698,SENS-0078,traffic,Commercial,40.514741,-74.05752,2023-05-10 23:52:53,30.16,75.4,308,122,31.573,233.5,77,54.0,11.2,52.2,-76,0,0.85
IOT-0000699,SENS-0144,parking,Government,40.743291,-73.743082,2024-02-22 15:00:40,9.9,73.5,496,73,14.673,,15,65.5,,68.7,-84,0,0.97
IOT-0000700,SENS-0367,energy,Commercial,40.803715,-74.206655,2023-10-04 13:24:30,8.77,26.4,464,93,36.077,935.8,,64.6,99.4,93.0,-94,0,0.95
IOT-0000701,SENS-0231,temperature,Restricted,40.786305,-74.128659,2023-07-05 13:19:33,9.46,24.5,35,128,27.339,423.2,67,74.5,75.8,94.0,-61,0,0.72
IOT-0000702,SENS-0163,temperature,Restricted,40.5225,-74.056314,2023-03-10 00:16:52,23.18,71.7,56,83,6.635,873.2,268,101.9,75.9,5.2,-42,1,0.91
IOT-0000703,SENS-0135,temperature,Residential,40.863581,-73.743944,2023-11-28 00:14:55,11.36,46.6,364,185,26.933,893.1,56,74.6,1.7,77.2,-95,0,1.0
IOT-0000704,SENS-0107,water,Restricted,40.595282,-74.24051,2023-04-17 20:57:24,4.34,26.6,359,45,34.899,4.2,190,68.2,93.7,27.0,-78,0,0.88
IOT-0000705,SENS-0227,parking,Commercial,40.869464,-73.885071,2024-05-16 01:19:19,18.08,50.3,168,135,25.57,,,103.0,9.8,11.0,-87,0,0.86
IOT-0000706,SENS-0174,noise,Green,40.636784,-74.146587,2023-06-11 18:03:30,11.12,61.5,178,102,42.346,464.4,296,107.6,48.8,59.2,-47,1,0.78
IOT-0000707,SENS-0026,parking,Transit,40.770057,-74.100524,2024-06-24 01:09:17,20.03,50.5,395,187,,855.2,254,30.5,47.8,53.8,-69,1,0.81
IOT-0000708,SENS-0086,parking,Commercial,40.87913,-73.838124,2023-02-18 15:46:34,30.45,64.9,167,116,13.37,402.7,84,78.5,17.6,11.6,-66,0,0.91
IOT-0000709,SENS-0226,noise,Industrial,40.82402,-74.184373,2023-03-16 12:39:53,16.5,39.2,119,90,37.191,120.9,139,42.5,55.9,97.9,-49,0,0.75
IOT-0000710,SENS-0207,temperature,Transit,40.667887,-73.741702,2023-06-13 19:57:14,11.48,49.5,407,31,24.468,16.5,88,81.8,57.5,69.3,-93,0,0.87
IOT-0000711,SENS-0195,noise,Restricted,40.618116,-73.810417,2023-06-18 14:48:07,11.2,70.3,212,187,38.581,795.1,155,49.2,10.5,44.6,-55,0,0.78
IOT-0000712,SENS-0286,parking,Government,40.888143,-74.225273,2024-07-21 18:53:57,25.83,21.8,496,37,23.4,469.3,93,69.2,11.8,81.0,-87,0,0.81
IOT-0000713,SENS-0080,parking,Government,40.616309,-73.709507,2024-08-12 16:55:58,9.47,24.6,255,72,9.197,457.6,275,74.7,,78.5,-72,1,0.92
IOT-0000714,SENS-0127,energy,Restricted,40.88351,-73.988278,2023-01-19 20:16:37,13.09,83.6,139,14,41.923,679.9,144,50.7,19.1,73.5,-71,0,0.8
IOT-0000715,SENS-0498,air_quality,Restricted,40.789294,-74.112529,2024-08-05 17:26:42,16.06,60.5,64,49,41.653,367.5,225,95.2,73.1,30.2,-57,1,0.64
IOT-0000716,SENS-0490,temperature,Green,40.623858,-74.074903,2023-04-25 13:52:37,17.96,35.8,284,99,38.386,606.0,198,82.1,77.2,15.7,-82,0,0.77
IOT-0000717,SENS-0226,temperature,Residential,40.547453,-74.166952,2023-12-27 21:43:09,18.89,84.8,441,11,38.859,12.4,211,80.6,63.1,85.1,-45,1,0.66
IOT-0000718,SENS-0310,energy,Commercial,40.758816,-74.051008,2024-02-12 00:05:44,29.49,85.6,376,172,9.521,444.6,162,67.3,62.4,68.3,-80,0,0.96
IOT-0000719,SENS-0091,traffic,Transit,40.629723,-73.833976,2023-03-11 04:10:50,,41.2,399,,0.981,875.2,45,61.4,3.2,77.5,-59,0,0.85
IOT-0000720,SENS-0178,traffic,Residential,40.793407,-74.064985,2024-04-16 14:58:31,,25.0,185,111,,616.0,59,69.3,28.5,48.3,-61,0,0.86
IOT-0000721,SENS-0445,parking,Commercial,40.776439,-74.191122,2023-01-19 10:22:22,7.31,34.1,361,38,29.386,127.0,254,33.7,92.2,15.2,-50,1,0.84
IOT-0000722,SENS-0091,noise,Green,40.793761,-74.140009,2023-12-01 08:35:13,29.21,33.4,102,181,30.088,955.5,51,109.3,88.4,36.5,-43,0,0.98
IOT-0000723,SENS-0378,temperature,Government,40.859508,-73.810103,2024-11-05 23:04:24,11.27,22.5,85,12,30.602,811.5,272,57.5,13.9,56.0,-62,1,0.64
IOT-0000724,SENS-0162,pedestrian,Industrial,40.793315,-74.060092,2023-09-21 03:25:05,25.24,90.2,149,85,49.907,212.9,136,76.3,73.0,84.3,-40,0,0.83
IOT-0000725,SENS-0370,air_quality,Industrial,40.607183,-74.190997,2023-10-06 11:21:43,31.16,28.7,52,128,37.936,526.8,66,79.7,80.3,46.6,-56,0,0.71
IOT-0000726,SENS-0010,pedestrian,Industrial,40.812837,-73.798405,2024-05-25 00:44:37,0.15,,262,99,25.798,397.9,128,54.2,,76.5,-71,0,0.93
IOT-0000727,SENS-0198,noise,Mixed Use,40.601728,-74.047734,2023-06-06 16:35:18,17.41,33.5,332,171,19.893,175.6,222,32.0,51.4,35.4,-43,1,0.84
IOT-0000728,SENS-0316,energy,Mixed Use,40.885734,-73.870715,2023-05-03 00:39:58,16.99,91.2,211,76,15.506,392.4,275,96.7,99.9,55.5,-84,1,0.95
IOT-0000729,SENS-0331,temperature,Industrial,40.862347,-73.874823,2024-03-08 07:54:43,,85.1,275,81,6.283,32.0,112,106.4,94.1,49.0,-91,0,0.74
IOT-0000730,SENS-0277,temperature,Government,40.668223,-74.116012,2024-07-25 11:13:38,15.43,72.5,116,154,7.858,311.0,275,76.4,49.6,32.8,-82,1,0.79
IOT-0000731,SENS-0466,parking,Industrial,40.514946,-74.201443,2023-02-01 09:15:06,21.83,29.1,198,,28.491,239.6,92,96.3,71.0,94.7,-100,0,0.87
IOT-0000732,SENS-0043,air_quality,Commercial,40.831461,-74.027677,2023-11-15 18:56:24,15.26,35.9,394,161,11.979,78.7,289,43.6,66.5,30.4,-108,1,0.64
IOT-0000733,SENS-0073,noise,Mixed Use,40.718769,-74.095117,2024-01-22 04:02:43,11.04,47.4,251,200,47.102,53.0,200,52.9,92.3,56.7,-71,0,0.77
IOT-0000734,SENS-0205,water,Restricted,40.748392,-73.985629,2024-11-02 22:43:25,14.71,35.0,326,124,8.494,361.5,190,78.1,6.4,99.9,-105,0,0.67
IOT-0000735,SENS-0483,air_quality,Green,40.512297,-74.173667,2024-10-14 15:36:09,13.64,70.0,16,107,41.077,30.7,214,103.5,,49.6,-86,1,0.91
IOT-0000736,SENS-0197,temperature,Industrial,40.820505,-74.062714,2024-04-03 11:08:59,17.41,,423,80,34.27,658.2,185,88.2,22.3,57.0,-72,0,0.77
IOT-0000737,SENS-0136,energy,Residential,40.86288,-73.834655,2024-08-23 00:30:57,22.83,20.3,215,121,16.8,729.9,194,98.6,,75.2,-40,0,0.63
IOT-0000738,SENS-0066,air_quality,Commercial,40.752294,-73.800023,2023-02-04 09:22:27,25.9,68.6,424,98,41.415,774.0,38,63.3,82.6,48.9,-108,0,0.61
IOT-0000739,SENS-0122,noise,Restricted,40.547836,-73.854081,2023-08-19 16:19:41,22.82,28.4,355,18,18.979,171.0,65,88.9,56.1,61.5,-41,0,0.74
IOT-0000740,SENS-0418,noise,Green,40.641475,-73.819428,2024-06-23 10:15:24,21.86,24.9,273,125,18.776,665.8,91,68.5,,17.2,-79,0,0.99
IOT-0000741,SENS-0339,parking,Restricted,40.708025,-74.141874,2023-07-21 15:32:31,9.65,44.7,261,159,6.17,834.4,263,76.4,,92.8,-95,1,0.98
IOT-0000742,SENS-0008,parking,Transit,40.500769,-73.782872,2024-04-03 01:03:19,20.55,23.6,456,162,7.904,532.2,136,75.0,39.9,79.8,-45,0,0.84
IOT-0000743,SENS-0090,air_quality,Government,40.644435,-73.715973,2023-10-30 22:48:41,17.7,47.4,315,171,1.934,111.6,178,104.8,45.3,98.5,-105,0,0.65
IOT-0000744,SENS-0031,noise,Commercial,40.767198,-73.977891,2023-03-14 16:43:51,12.76,43.0,402,183,30.973,125.8,273,49.3,81.0,96.0,-42,1,0.76
IOT-0000745,SENS-0191,water,Residential,40.595486,-73.970683,2024-08-07 09:00:53,9.22,79.9,138,82,,682.1,219,,93.7,5.9,-68,1,0.67
IOT-0000746,SENS-0474,energy,Green,40.842847,-74.145508,2024-12-21 09:19:43,5.18,81.1,432,170,19.675,7.6,189,33.9,57.3,40.0,-103,0,0.99
IOT-0000747,SENS-0272,parking,Green,40.557196,-73.869585,2024-01-31 21:57:28,12.62,80.3,484,148,18.026,989.8,230,41.4,96.0,94.0,-81,1,0.86
IOT-0000748,SENS-0221,traffic,Restricted,40.523431,-73.795185,2024-08-22 01:42:03,,57.3,300,97,7.958,872.8,65,50.1,,70.5,-70,0,0.82
IOT-0000749,SENS-0402,pedestrian,Residential,40.599411,-73.84675,2023-11-21 01:08:26,19.39,69.7,375,149,31.885,,279,62.1,94.5,27.3,-101,1,0.82
IOT-0000750,SENS-0140,energy,Commercial,40.876428,-73.916503,2024-10-21 13:37:46,35.57,91.1,261,121,31.26,275.0,287,98.6,72.7,78.3,-54,1,0.9
IOT-0000751,SENS-0410,temperature,Government,40.886078,-74.094741,2024-04-13 04:12:50,,73.9,105,158,19.047,250.6,284,35.0,,79.4,-81,1,0.73
IOT-0000752,SENS-0178,pedestrian,Commercial,40.554162,-73.71812,2023-10-05 00:12:04,16.49,82.1,-1,130,7.987,867.7,203,59.2,41.0,22.5,-41,1,0.66
IOT-0000753,SENS-0362,water,Government,40.707882,-74.00048,2024-10-05 08:51:35,25.82,69.6,215,193,29.91,520.0,261,107.0,27.3,35.1,-75,1,0.97
IOT-0000754,SENS-0267,pedestrian,Green,40.648447,-73.95754,2023-04-10 15:21:47,12.26,60.7,229,18,11.602,144.2,41,46.1,15.6,13.7,-44,0,0.77
IOT-0000755,SENS-0258,traffic,Green,40.595861,-74.065669,2024-10-31 23:42:31,15.46,63.8,162,131,2.266,885.7,205,91.0,43.4,11.8,-78,1,0.84
IOT-0000756,SENS-0413,noise,Green,40.51054,-74.050576,2024-09-14 15:18:55,,72.5,490,15,29.013,256.5,226,106.6,91.3,89.9,-79,1,0.67
IOT-0000757,SENS-0373,noise,Green,40.511119,-74.055376,2023-08-07 12:39:36,21.09,34.3,201,113,34.77,143.1,272,63.6,19.7,96.2,-103,1,0.92
IOT-0000758,SENS-0396,parking,Green,40.82491,-74.206646,2024-06-01 21:16:49,29.38,43.8,-1,184,44.146,,204,85.6,28.9,21.7,-73,1,0.77
IOT-0000759,SENS-0151,parking,Green,40.811382,-74.149184,2023-11-29 08:16:31,10.08,55.3,211,112,34.353,394.0,27,48.8,0.3,32.3,-88,0,0.82
IOT-0000760,SENS-0019,noise,Transit,40.545059,-74.24606,2024-10-31 18:49:30,29.8,90.7,250,124,13.08,561.1,281,34.8,83.4,60.9,-84,1,0.74
IOT-0000761,SENS-0479,traffic,Restricted,40.685421,-73.78429,2023-02-18 00:28:39,10.92,84.0,72,164,22.796,879.4,125,45.0,98.4,58.4,-81,0,0.91
IOT-0000762,SENS-0329,air_quality,Industrial,40.553484,-74.219613,2024-03-11 07:37:51,23.49,73.3,26,,17.3,639.2,162,81.6,3.5,23.1,-99,0,0.86
IOT-0000763,SENS-0236,pedestrian,Industrial,40.524603,-74.080669,2024-11-05 14:04:54,34.5,81.7,249,129,25.504,832.6,38,85.9,78.1,88.2,-107,0,0.97
IOT-0000764,SENS-0272,energy,Restricted,40.532645,-73.868536,2023-09-25 08:25:21,20.49,33.7,61,196,18.275,768.5,153,43.4,90.9,12.3,-82,0,0.7
IOT-0000765,SENS-0174,pedestrian,Government,40.735956,-74.139104,2024-09-02 17:41:23,21.89,61.1,456,,18.514,146.7,117,81.6,32.3,21.4,-60,0,0.72
IOT-0000766,SENS-0149,noise,Restricted,40.549182,-74.00653,2023-12-16 10:16:20,35.07,23.4,209,26,18.21,855.1,265,47.9,39.7,94.9,-94,1,0.81
IOT-0000767,SENS-0077,water,Transit,40.781365,-74.002357,2023-08-02 15:21:07,23.73,90.3,400,78,29.29,680.2,258,42.8,63.0,42.3,-98,1,0.87
IOT-0000768,SENS-0122,energy,Residential,40.81608,-74.013847,2023-08-20 20:33:10,8.7,57.2,49,78,48.264,769.9,109,44.7,61.7,95.0,-102,0,0.86
IOT-0000769,SENS-0090,pedestrian,Government,40.521556,-74.012899,2023-04-06 00:01:22,16.56,84.4,444,94,26.419,113.6,56,40.4,35.0,31.2,-71,0,0.78
IOT-0000770,SENS-0399,traffic,Transit,40.722296,-74.183477,2023-06-21 05:34:03,12.07,79.4,-1,47,45.731,709.3,299,108.7,46.9,33.3,-59,1,0.89
IOT-0000771,SENS-0106,water,Restricted,40.840172,-74.234366,2023-07-27 20:19:44,,41.5,120,135,24.019,674.5,196,57.8,1.4,52.3,-90,0,0.84
IOT-0000772,SENS-0195,temperature,Industrial,40.702548,-73.701169,2024-11-18 15:02:03,23.9,58.7,145,149,20.079,292.6,297,105.2,59.7,84.0,-72,1,0.66
IOT-0000773,SENS-0238,parking,Commercial,40.862107,-73.70422,2024-03-21 05:38:06,,74.8,-1,59,21.04,32.6,,72.2,99.9,75.1,-104,1,0.98
IOT-0000774,SENS-0116,pedestrian,Mixed Use,40.872557,-73.88452,2024-02-14 23:13:11,17.43,40.6,355,76,31.429,79.4,110,41.8,41.2,58.1,-87,0,0.74
IOT-0000775,SENS-0379,traffic,Transit,40.660166,-73.772933,2024-11-29 19:32:03,29.18,57.9,164,25,43.591,684.5,78,63.0,52.3,18.0,-82,0,0.84
IOT-0000776,SENS-0050,noise,Green,40.679419,-73.711442,2024-01-25 05:05:47,34.27,82.9,12,29,22.924,755.3,199,50.1,30.4,53.9,-41,0,0.64
IOT-0000777,SENS-0210,parking,Government,40.728606,-73.887451,2024-11-12 03:28:01,27.88,56.3,128,133,24.779,680.2,,63.2,28.9,88.8,-77,0,0.79
IOT-0000778,SENS-0053,parking,Industrial,40.791425,-74.194939,2023-07-03 20:12:58,-1.25,60.1,80,70,17.031,88.1,234,63.8,86.0,53.7,-51,1,0.94
IOT-0000779,SENS-0055,air_quality,Residential,40.553629,-74.06016,2024-12-07 00:48:37,17.06,50.6,86,169,6.912,583.5,42,64.1,55.4,5.2,-87,0,0.92
IOT-0000780,SENS-0325,temperature,Commercial,40.750677,-73.937016,2023-03-12 10:54:06,22.51,25.7,396,10,16.834,887.9,243,94.6,60.9,22.8,-40,1,0.99
IOT-0000781,SENS-0257,pedestrian,Restricted,40.531182,-73.940139,2023-11-24 17:50:31,16.15,92.0,141,125,47.771,703.9,299,65.7,46.1,37.0,-61,1,0.79
IOT-0000782,SENS-0179,temperature,Restricted,40.738136,-74.224289,2023-10-08 08:44:08,34.81,88.4,-1,172,5.249,555.6,117,59.5,63.3,57.1,-72,1,0.67
IOT-0000783,SENS-0426,parking,Green,40.802771,-73.981173,2024-05-14 07:49:25,15.01,42.3,157,177,6.972,631.4,297,79.3,37.6,72.4,-85,1,0.72
IOT-0000784,SENS-0308,parking,Government,40.577135,-74.098339,2024-12-25 06:24:05,-2.89,90.1,70,118,18.291,142.2,291,101.6,15.0,50.2,-73,1,0.68
IOT-0000785,SENS-0034,air_quality,Commercial,40.710506,-73.973768,2024-10-07 19:50:51,16.82,82.9,425,191,14.156,899.2,179,102.0,48.5,58.8,-81,0,0.99
IOT-0000786,SENS-0234,temperature,Industrial,40.726479,-74.09277,2024-10-20 02:34:04,23.3,75.0,173,118,27.754,889.2,262,51.4,63.8,62.3,-47,1,0.89
IOT-0000787,SENS-0227,parking,Mixed Use,40.736018,-74.046055,2023-04-12 05:19:30,20.32,61.6,309,30,16.842,495.4,250,53.8,80.4,5.3,-47,1,0.78
IOT-0000788,SENS-0323,parking,Industrial,40.745411,-73.92023,2024-10-24 02:16:02,25.18,24.9,293,35,40.337,302.1,38,102.6,,76.7,-104,0,0.8
IOT-0000789,SENS-0174,noise,Government,40.727767,-73.997329,2024-01-14 05:18:34,7.6,82.7,61,189,49.626,630.6,,48.4,8.2,48.0,-51,0,0.8
IOT-0000790,SENS-0262,parking,Restricted,40.672511,-74.112408,2024-11-05 10:02:10,14.12,72.7,233,30,45.968,373.2,16,68.5,55.9,95.3,-70,0,0.87
IOT-0000791,SENS-0292,parking,Industrial,40.894703,-74.162954,2023-07-07 18:13:56,,56.7,486,172,45.509,357.5,138,53.6,35.0,12.4,-48,0,0.83
IOT-0000792,SENS-0176,temperature,Industrial,40.813263,-73.950288,2024-04-21 04:01:07,11.53,75.3,154,168,29.45,963.9,117,38.8,56.8,31.0,-66,0,0.74
IOT-0000793,SENS-0108,parking,Mixed Use,40.76298,-74.217432,2023-08-23 02:24:02,11.73,60.2,27,116,28.459,107.0,278,63.9,65.4,48.4,-69,1,0.8
IOT-0000794,SENS-0386,air_quality,Government,40.536605,-73.893754,2024-07-08 07:30:46,19.17,68.4,359,97,43.339,585.6,59,44.3,46.9,60.5,-104,0,0.87
IOT-0000795,SENS-0217,air_quality,Commercial,40.7195,-73.954447,2024-01-04 20:04:40,19.67,26.5,474,121,28.312,539.3,187,,79.2,42.4,-62,0,0.68
IOT-0000796,SENS-0084,water,Restricted,40.85538,-74.220318,2023-12-05 06:29:48,6.51,41.7,232,155,8.974,580.4,140,80.3,46.4,59.2,-92,0,0.81
IOT-0000797,SENS-0454,noise,Commercial,40.654195,-73.8504,2023-10-31 17:57:16,19.8,41.5,128,94,,406.5,285,47.5,66.6,19.4,-52,1,0.89
IOT-0000798,SENS-0470,water,Restricted,40.846738,-73.946147,2024-10-02 12:04:21,20.67,69.6,283,,11.675,467.6,214,108.7,33.4,31.6,-69,1,0.96
IOT-0000799,SENS-0075,noise,Commercial,40.762796,-74.090651,2024-10-04 01:44:22,22.67,41.4,201,166,23.963,740.1,,94.7,57.5,36.2,-87,0,0.9
IOT-0000800,SENS-0114,parking,Mixed Use,40.537282,-74.028801,2023-01-20 06:56:40,26.92,67.9,71,75,42.223,,217,,38.6,12.1,-52,1,0.7
IOT-0000801,SENS-0197,energy,Commercial,40.541999,-73.994711,2023-01-20 06:40:08,22.93,81.9,103,190,12.535,835.2,,70.2,27.8,72.1,-95,0,0.65
IOT-0000802,SENS-0390,energy,Mixed Use,40.794244,-73.924353,2023-08-20 19:33:15,15.06,63.7,59,117,25.14,387.6,28,79.0,39.2,91.7,-80,0,0.88
IOT-0000803,SENS-0366,air_quality,Commercial,40.892728,-73.879586,2024-05-21 12:30:47,26.67,46.6,304,164,19.768,874.4,61,70.5,14.7,75.7,-49,0,0.84
IOT-0000804,SENS-0272,temperature,Green,40.840406,-74.047606,2023-10-07 21:59:07,23.46,69.3,218,92,13.265,18.5,92,108.1,84.7,9.2,-49,0,0.89
IOT-0000805,SENS-0243,parking,Government,40.890167,-73.805016,2023-11-27 00:00:11,7.27,41.6,147,80,36.754,500.7,107,53.3,46.8,12.8,-47,0,0.82
IOT-0000806,SENS-0335,parking,Mixed Use,40.814286,-74.22455,2023-01-20 00:18:12,20.72,,301,114,15.657,286.7,,59.3,65.9,9.1,-61,0,0.73
IOT-0000807,SENS-0120,air_quality,Government,40.783845,-73.937948,2023-08-15 16:06:10,15.53,,376,12,6.54,982.0,163,75.2,13.5,53.8,-95,0,0.9
IOT-0000808,SENS-0362,energy,Mixed Use,40.907521,-74.191727,2024-09-11 14:48:18,23.63,85.0,71,124,15.697,333.6,145,67.3,65.4,36.9,-60,0,0.89
IOT-0000809,SENS-0102,water,Government,40.824801,-73.785216,2024-01-12 09:02:58,27.64,52.1,48,39,17.323,,52,58.2,18.7,45.6,-66,0,0.85
IOT-0000810,SENS-0201,water,Residential,40.771607,-73.925786,2023-10-27 13:15:09,23.24,38.6,372,46,20.131,130.7,12,107.3,26.7,66.3,-92,0,0.77
IOT-0000811,SENS-0473,energy,Industrial,40.725415,-74.031317,2024-09-08 09:45:54,19.31,70.8,51,170,33.659,121.5,28,86.8,14.5,97.7,-51,0,0.72
IOT-0000812,SENS-0323,water,Residential,40.800463,-74.094569,2024-07-29 01:30:12,15.67,51.4,427,57,36.128,219.3,113,40.7,41.6,92.2,-79,0,0.72
IOT-0000813,SENS-0400,air_quality,Mixed Use,40.724188,-73.818407,2023-01-28 19:05:47,13.42,89.6,240,12,1.956,728.2,295,42.7,51.8,52.0,-63,1,0.65
IOT-0000814,SENS-0134,noise,Mixed Use,40.752561,-73.88492,2023-06-21 13:21:21,10.6,23.4,186,180,16.125,675.3,103,66.8,77.4,54.7,-59,0,0.96
IOT-0000815,SENS-0209,noise,Industrial,40.859367,-73.910676,2024-04-13 18:54:17,12.81,92.7,199,175,39.89,57.2,56,41.2,67.8,47.6,-104,0,0.76
IOT-0000816,SENS-0078,parking,Green,40.588297,-74.184164,2023-07-16 07:21:03,13.07,43.0,217,,25.488,107.1,116,54.2,28.3,41.4,-107,0,0.63
IOT-0000817,SENS-0095,water,Restricted,40.818381,-74.237634,2023-03-14 10:25:26,17.63,26.7,144,185,48.847,653.1,152,,98.0,83.2,-75,0,0.89
IOT-0000818,SENS-0059,parking,Mixed Use,40.754039,-73.992491,2023-03-29 01:02:43,18.12,88.0,204,20,15.944,504.0,210,78.8,49.1,14.4,-75,1,0.91
IOT-0000819,SENS-0212,noise,Government,40.831402,-74.208584,2024-11-26 19:17:40,15.33,66.7,429,65,46.14,659.5,64,103.5,78.1,30.5,-91,0,0.94
IOT-0000820,SENS-0260,noise,Residential,40.550413,-73.951226,2024-12-11 14:37:58,25.06,33.1,347,53,16.043,547.1,298,85.7,49.9,77.9,-96,1,0.72
IOT-0000821,SENS-0418,water,Transit,40.552671,-74.194038,2024-12-16 09:23:09,33.97,63.0,444,76,37.525,762.9,70,46.3,55.3,10.1,-47,0,0.66
IOT-0000822,SENS-0084,temperature,Restricted,40.837985,-73.984583,2024-09-15 21:06:37,16.58,40.4,174,154,19.139,538.5,131,55.4,39.4,94.2,-98,0,0.7
IOT-0000823,SENS-0361,traffic,Commercial,40.838258,-74.082618,2023-03-13 21:05:23,30.14,26.1,147,57,1.715,129.6,158,85.8,93.2,59.3,-47,0,0.64
IOT-0000824,SENS-0274,noise,Industrial,40.705906,-73.893638,2023-05-29 00:59:20,17.59,82.8,92,,12.817,236.7,219,38.1,41.1,18.0,-74,1,0.93
IOT-0000825,SENS-0230,parking,Transit,40.692069,-73.882316,2023-11-08 02:27:40,24.25,90.2,434,163,33.393,910.0,,108.2,47.7,42.1,-81,0,0.96
IOT-0000826,SENS-0146,water,Government,40.580976,-73.73696,2024-07-25 17:14:09,25.25,73.2,380,172,32.187,1.7,99,55.6,32.2,52.4,-76,0,0.73
IOT-0000827,SENS-0314,noise,Industrial,40.683572,-73.854608,2023-09-08 18:53:47,,44.0,69,195,34.199,325.2,19,105.2,27.5,72.6,-72,0,0.62
IOT-0000828,SENS-0373,traffic,Industrial,40.896047,-73.895157,2024-09-19 15:25:36,24.29,68.3,145,177,,255.9,,75.3,75.2,69.9,-68,0,0.82
IOT-0000829,SENS-0023,noise,Residential,40.848846,-73.838717,2024-08-25 12:48:00,10.76,73.7,456,,21.246,658.1,14,57.1,4.3,36.2,-93,0,0.96
IOT-0000830,SENS-0392,parking,Residential,40.70649,-73.765482,2024-04-30 06:03:39,21.51,21.7,10,94,36.44,348.1,81,84.8,15.6,11.2,-83,0,0.78
IOT-0000831,SENS-0057,traffic,Transit,40.638787,-73.743878,2024-07-11 14:44:11,35.46,22.8,394,45,38.417,979.5,254,104.4,10.1,88.2,-68,1,0.83
IOT-0000832,SENS-0368,noise,Restricted,40.728508,-74.205218,2023-05-03 22:43:31,20.39,79.8,364,90,21.152,552.6,72,38.9,42.9,80.0,-90,0,0.9
IOT-0000833,SENS-0357,traffic,Industrial,40.756434,-73.714658,2024-07-27 05:29:37,23.89,44.1,444,116,29.433,863.4,269,36.8,35.6,16.1,-64,1,0.98
IOT-0000834,SENS-0379,pedestrian,Green,40.569915,-74.122758,2024-06-25 14:34:04,,88.2,-1,103,37.19,856.5,203,,35.9,47.4,-47,1,0.91
IOT-0000835,SENS-0207,noise,Green,40.584155,-73.811738,2023-12-23 23:33:18,10.17,72.6,41,144,41.018,747.4,175,67.3,31.0,71.2,-49,0,0.78
IOT-0000836,SENS-0170,water,Government,40.700438,-74.13298,2023-12-28 10:03:53,26.03,78.3,27,173,,44.9,239,91.6,18.4,15.3,-110,1,0.95
IOT-0000837,SENS-0119,energy,Government,40.580486,-73.853846,2024-08-27 20:09:59,,81.1,68,123,27.974,538.5,25,60.2,86.5,77.7,-84,0,0.68
IOT-0000838,SENS-0494,pedestrian,Government,40.539121,-73.778322,2023-09-15 11:45:08,28.09,23.1,384,141,26.319,,214,56.4,89.6,11.1,-107,1,0.81
IOT-0000839,SENS-0463,water,Restricted,40.770451,-74.015392,2024-08-23 21:46:14,26.09,71.5,335,190,47.832,514.8,227,48.3,54.8,32.1,-89,1,0.88
IOT-0000840,SENS-0415,traffic,Government,40.53452,-74.074978,2023-08-13 14:42:12,10.02,49.0,141,68,29.849,842.2,175,56.4,5.0,74.7,-43,0,0.81
IOT-0000841,SENS-0492,temperature,Transit,40.818327,-73.719282,2023-09-28 04:46:15,25.89,29.4,200,83,5.191,329.3,52,35.4,,85.8,-104,0,0.97
IOT-0000842,SENS-0172,energy,Commercial,40.702603,-74.20091,2024-02-29 10:15:04,24.06,31.7,494,,9.039,507.7,202,49.4,80.4,34.4,-80,1,0.78
IOT-0000843,SENS-0244,noise,Commercial,40.551061,-74.17994,2024-06-14 18:35:03,20.97,61.5,15,93,44.828,,,67.1,81.5,54.2,-61,0,0.81
IOT-0000844,SENS-0303,pedestrian,Residential,40.810073,-73.943645,2023-11-15 03:48:16,12.08,,-1,55,10.621,737.4,77,82.2,90.1,24.9,-92,1,0.82
IOT-0000845,SENS-0346,parking,Industrial,40.511916,-73.924867,2023-06-03 03:47:32,,91.1,68,34,2.614,907.4,285,43.3,57.6,85.3,-92,1,0.77
IOT-0000846,SENS-0107,water,Residential,40.547265,-73.748851,2024-01-12 20:05:09,20.67,40.3,347,86,29.924,119.8,250,44.0,16.2,17.3,-70,1,0.87
IOT-0000847,SENS-0388,water,Transit,40.589446,-73.847762,2024-08-30 00:30:10,9.09,77.3,23,40,41.153,7.7,111,90.5,20.8,9.7,-82,0,0.98
IOT-0000848,SENS-0451,energy,Transit,40.898442,-74.134785,2023-06-29 18:20:53,26.91,28.3,451,69,2.513,248.8,27,99.6,88.2,71.0,-88,0,0.96
IOT-0000849,SENS-0101,noise,Mixed Use,40.525328,-73.725277,2024-11-30 21:10:16,16.2,69.8,23,63,49.485,165.7,123,94.0,5.4,92.6,-88,0,0.6
IOT-0000850,SENS-0044,water,Transit,40.526646,-73.979552,2023-09-26 03:06:13,13.19,57.4,170,62,17.581,707.9,35,43.3,0.1,48.7,-40,0,0.69
